StationId,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,AQI_Bucket
AP001,2017-11-25,81.4,124.5,1.44,20.5,10.72,0.12,15.24,127.09,184.0,Moderate
AP001,2017-11-26,78.32,129.06,1.26,26.0,10.28,0.14,26.96,117.44,197.0,Moderate
AP001,2017-11-27,88.76,135.32,6.6,30.85,12.91,0.11,33.59,111.81,198.0,Moderate
AP001,2017-11-28,64.18,104.09,2.56,28.07,11.42,0.09,19.0,138.18,188.0,Moderate
AP001,2017-11-29,72.47,114.84,5.23,23.2,12.25,0.16,10.55,109.74,173.0,Moderate
AP001,2017-11-30,69.8,114.86,4.69,20.17,10.95,0.12,14.07,118.09,165.0,Moderate
AP001,2017-12-01,73.96,113.56,4.58,19.29,10.95,0.1,13.9,123.8,191.0,Moderate
AP001,2017-12-02,89.9,140.2,7.71,26.19,13.12,0.1,19.37,128.73,191.0,Moderate
AP001,2017-12-03,87.14,130.52,0.97,21.31,14.36,0.15,11.41,114.8,227.0,Poor
AP001,2017-12-04,84.64,125.0,4.02,26.98,14.41,0.18,9.84,112.41,168.0,Moderate
AP001,2017-12-05,88.36,121.77,3.7,20.23,13.72,0.12,14.02,117.93,198.0,Moderate
AP001,2017-12-06,96.83,139.36,1.6,25.65,15.12,0.11,16.54,117.21,201.0,Poor
AP001,2017-12-07,117.46,181.64,4.26,41.1,17.34,0.13,28.79,94.63,252.0,Poor
AP001,2017-12-08,122.88,208.86,5.56,54.87,17.96,0.27,22.97,68.6,310.0,Very Poor
AP001,2017-12-09,74.28,141.22,6.1,44.97,15.73,0.09,21.9,60.62,196.0,Moderate
AP001,2017-12-10,50.32,102.77,1.73,33.85,12.56,0.1,13.65,68.15,132.0,Moderate
AP001,2017-12-11,58.47,115.27,4.93,41.64,15.2,0.16,18.37,73.75,147.0,Moderate
AP001,2017-12-12,89.35,131.48,7.97,42.1,21.24,0.24,7.42,44.67,179.0,Moderate
AP001,2017-12-13,64.42,99.74,7.2,34.78,17.63,0.15,5.81,50.16,145.0,Moderate
AP001,2017-12-14,69.4,98.94,5.81,29.97,19.34,0.14,5.8,55.0,115.0,Moderate
AP001,2017-12-15,71.07,109.65,4.19,25.0,16.0,0.1,8.33,79.04,140.0,Moderate
AP001,2017-12-16,79.76,129.81,8.77,40.92,15.56,0.17,8.51,73.17,156.0,Moderate
AP001,2017-12-17,108.06,167.62,7.29,47.05,18.52,0.08,16.05,70.74,225.0,Poor
AP001,2017-12-18,100.75,172.04,7.63,53.94,18.49,0.11,14.05,59.2,251.0,Poor
AP001,2017-12-19,106.25,171.56,2.74,43.09,19.66,0.13,15.45,66.9,228.0,Poor
AP001,2017-12-20,83.79,141.83,6.77,47.47,17.37,0.3,13.35,77.54,223.0,Poor
AP001,2017-12-21,79.98,147.74,7.02,49.55,17.28,0.14,13.58,79.71,170.0,Moderate
AP001,2017-12-22,76.27,152.59,7.51,56.0,19.53,0.15,29.88,56.97,165.0,Moderate
AP001,2017-12-23,86.5,147.95,5.24,42.0,20.78,0.15,11.85,73.09,159.0,Moderate
AP001,2017-12-24,100.62,167.75,3.75,47.68,23.68,0.22,10.85,62.78,232.0,Poor
AP001,2017-12-25,110.73,171.47,1.69,31.06,21.66,0.1,12.23,76.07,242.0,Poor
AP001,2017-12-26,107.7,170.21,4.97,43.54,22.52,0.17,18.07,64.6,274.0,Poor
AP001,2017-12-27,104.81,192.2,9.59,63.48,21.06,0.23,17.01,63.87,259.0,Poor
AP001,2017-12-28,89.95,175.16,10.95,64.53,18.87,0.27,15.52,62.49,225.0,Poor
AP001,2017-12-29,74.58,138.6,6.14,46.65,18.2,0.17,9.47,67.11,177.0,Moderate
AP001,2017-12-30,56.68,109.33,4.6,33.26,16.86,0.1,8.26,66.91,120.0,Moderate
AP001,2017-12-31,61.03,131.62,5.51,39.5,17.82,0.08,11.45,61.91,120.0,Moderate
AP001,2018-01-01,59.03,108.83,3.45,23.36,18.03,0.09,26.05,87.55,120.0,Moderate
AP001,2018-01-02,61.88,109.82,3.87,23.14,19.57,0.09,12.81,81.38,132.0,Moderate
AP001,2018-01-03,71.57,137.48,5.01,39.99,25.61,0.09,16.82,80.3,136.0,Moderate
AP001,2018-01-04,92.44,174.75,5.84,53.79,19.45,0.11,16.93,71.09,182.0,Moderate
AP001,2018-01-05,92.9,162.69,6.38,56.39,21.02,0.08,23.11,68.79,222.0,Poor
AP001,2018-01-06,85.15,151.97,11.05,61.55,18.71,0.07,11.86,90.8,230.0,Poor
AP001,2018-01-07,81.47,145.68,6.45,46.9,20.18,0.07,9.63,96.49,224.0,Poor
AP001,2018-01-08,81.58,132.66,3.97,34.93,21.59,0.09,12.81,118.91,217.0,Poor
AP001,2018-01-09,79.56,146.64,4.44,37.58,17.71,0.05,17.77,137.61,230.0,Poor
AP001,2018-01-10,87.43,155.95,3.9,37.31,22.35,0.1,13.4,121.72,229.0,Poor
AP001,2018-01-11,87.33,153.97,3.95,42.52,23.66,0.08,35.39,106.17,229.0,Poor
AP001,2018-01-12,110.39,182.54,4.54,52.24,24.74,0.04,36.01,82.2,235.0,Poor
AP001,2018-01-13,77.51,125.01,3.85,36.41,20.06,0.05,14.36,72.16,214.0,Poor
AP001,2018-01-14,86.96,129.99,3.65,28.32,21.23,0.05,4.83,62.6,186.0,Moderate
AP001,2018-01-15,76.29,115.53,2.96,21.35,20.38,0.05,8.75,69.99,172.0,Moderate
AP001,2018-01-16,67.06,100.34,3.22,20.25,18.78,0.06,4.7,54.92,138.0,Moderate
AP001,2018-01-17,68.34,104.45,3.71,26.26,20.29,0.06,6.43,45.63,125.0,Moderate
AP001,2018-01-18,66.28,117.3,7.36,45.13,21.68,0.05,7.21,45.97,132.0,Moderate
AP001,2018-01-19,64.98,116.14,6.98,45.4,21.32,0.06,8.83,50.28,111.0,Moderate
AP001,2018-01-20,75.46,132.84,9.56,56.53,21.88,0.13,30.48,51.98,137.0,Moderate
AP001,2018-01-21,81.58,141.85,4.99,38.15,19.33,0.05,11.04,59.76,172.0,Moderate
AP001,2018-01-22,78.27,142.86,5.98,45.36,19.12,0.06,10.32,58.53,160.0,Moderate
AP001,2018-01-23,79.01,138.14,6.16,45.43,20.29,0.06,10.18,58.04,163.0,Moderate
AP001,2018-01-24,77.98,137.31,5.09,44.96,21.11,0.06,7.22,50.69,165.0,Moderate
AP001,2018-01-25,77.96,155.73,8.4,59.92,23.45,0.06,31.01,40.77,139.0,Moderate
AP001,2018-01-26,79.04,143.38,6.19,43.61,26.0,0.08,8.67,45.46,176.0,Moderate
AP001,2018-01-27,77.78,131.14,6.1,43.84,26.3,0.09,7.62,43.26,162.0,Moderate
AP001,2018-01-28,76.48,131.86,4.06,33.37,22.05,0.06,7.49,45.71,160.0,Moderate
AP001,2018-01-29,74.2,135.97,4.3,35.82,20.24,0.07,12.16,53.0,142.0,Moderate
AP001,2018-01-30,78.23,140.66,5.36,45.76,21.73,0.05,12.45,45.35,172.0,Moderate
AP001,2018-01-31,68.53,147.48,8.28,61.52,19.74,0.04,23.68,37.99,134.0,Moderate
AP001,2018-02-01,62.08,152.59,10.08,62.18,19.42,0.05,8.97,34.93,136.0,Moderate
AP001,2018-02-02,50.64,130.36,6.48,45.52,19.89,0.07,10.61,40.57,130.0,Moderate
AP001,2018-02-03,44.21,119.52,3.63,34.37,23.31,0.07,5.86,31.73,111.0,Moderate
AP001,2018-02-04,50.71,115.65,7.91,35.16,11.19,0.06,8.16,32.58,117.0,Moderate
AP001,2018-02-05,42.27,100.54,4.95,30.69,13.4,0.66,8.99,32.18,102.0,Moderate
AP001,2018-02-06,39.41,101.1,3.21,28.53,17.9,0.81,5.86,28.72,108.0,Moderate
AP001,2018-02-07,50.56,116.89,6.93,37.27,11.05,0.97,5.25,23.36,99.0,Satisfactory
AP001,2018-02-08,50.54,120.05,2.91,26.96,13.02,0.9,17.9,36.66,121.0,Moderate
AP001,2018-02-09,26.22,62.82,2.24,20.1,12.32,0.61,8.25,23.74,86.0,Satisfactory
AP001,2018-02-10,31.83,66.74,2.76,16.83,11.9,0.61,5.87,24.72,57.0,Satisfactory
AP001,2018-02-11,70.26,112.29,0.4,11.87,13.05,0.62,7.29,31.4,107.0,Moderate
AP001,2018-02-12,59.47,99.73,0.54,12.85,11.94,0.68,7.62,30.57,118.0,Moderate
AP001,2018-02-13,58.71,99.04,0.41,13.88,11.99,0.86,6.89,36.2,110.0,Moderate
AP001,2018-02-14,56.29,107.96,0.25,16.71,10.89,0.95,12.91,48.39,114.0,Moderate
AP001,2018-02-15,50.41,118.62,1.68,25.6,20.24,0.69,11.81,33.46,111.0,Moderate
AP001,2018-02-16,57.53,128.81,1.94,25.03,33.72,0.78,25.39,31.15,117.0,Moderate
AP001,2018-02-17,43.82,97.19,1.45,16.01,22.52,0.67,17.62,27.62,107.0,Moderate
AP001,2018-02-18,42.71,80.24,15.9,17.35,24.68,0.49,9.53,30.68,87.0,Satisfactory
AP001,2018-02-19,54.73,94.12,3.49,12.79,22.79,0.58,8.21,30.21,89.0,Satisfactory
AP001,2018-02-20,50.91,99.84,4.55,16.33,23.18,0.64,10.34,26.24,97.0,Satisfactory
AP001,2018-02-21,38.5,106.7,4.5,16.82,19.54,0.58,11.02,26.62,100.0,Satisfactory
AP001,2018-02-22,32.21,107.43,7.39,17.33,18.13,0.6,11.81,24.84,105.0,Moderate
AP001,2018-02-23,35.36,107.25,6.13,17.75,16.57,0.85,10.87,23.99,114.0,Moderate
AP001,2018-02-24,59.65,127.26,8.21,19.14,20.46,0.7,10.82,21.64,116.0,Moderate
AP001,2018-02-27,39.52,113.31,19.35,21.18,18.5,0.81,15.02,18.8,116.0,Moderate
AP001,2018-02-28,43.08,116.06,5.34,19.02,22.46,0.79,22.7,25.64,108.0,Moderate
AP001,2018-03-01,38.1,97.0,7.1,22.21,19.27,0.79,13.89,22.73,100.0,Satisfactory
AP001,2018-03-02,33.08,83.16,5.37,18.83,14.52,0.72,8.98,23.63,92.0,Satisfactory
AP001,2018-03-03,29.7,77.45,4.45,17.33,12.72,0.65,9.71,29.26,80.0,Satisfactory
AP001,2018-03-04,38.67,82.67,4.45,22.81,12.41,0.66,12.63,22.9,88.0,Satisfactory
AP001,2018-03-05,30.04,83.07,11.58,24.74,12.52,0.78,8.98,17.81,83.0,Satisfactory
AP001,2018-03-06,39.72,103.81,19.66,26.29,14.03,0.81,9.68,17.53,100.0,Satisfactory
AP001,2018-03-07,38.21,78.95,5.71,19.03,14.15,0.75,8.03,22.81,81.0,Satisfactory
AP001,2018-03-08,58.31,124.64,11.93,28.85,14.0,1.03,10.21,22.24,112.0,Moderate
AP001,2018-03-09,62.49,113.56,8.08,22.65,16.53,0.91,12.68,26.26,113.0,Moderate
AP001,2018-03-10,49.04,102.46,5.75,19.92,14.09,0.64,6.82,26.52,105.0,Moderate
AP001,2018-03-11,41.67,80.09,2.74,13.08,13.51,0.78,8.35,30.38,88.0,Satisfactory
AP001,2018-03-12,32.44,75.3,6.01,19.07,12.65,0.68,7.75,21.52,78.0,Satisfactory
AP001,2018-03-13,26.43,80.85,10.73,20.82,11.64,0.72,9.43,16.52,78.0,Satisfactory
AP001,2018-03-14,25.08,60.67,7.17,15.22,14.1,0.56,8.63,13.8,69.0,Satisfactory
AP001,2018-03-15,26.09,63.05,4.9,10.42,10.74,0.58,11.33,21.38,60.0,Satisfactory
AP001,2018-03-16,16.62,39.94,4.9,8.18,11.53,0.58,6.37,12.68,51.0,Satisfactory
AP001,2018-03-17,49.58,82.95,4.98,19.05,13.47,0.7,12.47,20.32,61.0,Satisfactory
AP001,2018-03-18,43.52,80.01,6.41,20.43,13.75,0.8,10.57,23.36,90.0,Satisfactory
AP001,2018-03-19,39.83,76.09,4.63,14.37,13.34,0.7,8.89,23.13,74.0,Satisfactory
AP001,2018-03-20,36.89,76.61,6.62,18.83,13.96,0.57,7.04,13.58,76.0,Satisfactory
AP001,2018-03-22,52.69,94.25,4.69,14.44,15.35,0.59,16.81,19.03,92.0,Satisfactory
AP001,2018-03-23,46.48,95.41,4.35,14.79,15.02,0.6,15.55,21.04,93.0,Satisfactory
AP001,2018-03-24,44.22,77.62,3.56,8.53,14.58,0.73,9.61,23.87,88.0,Satisfactory
AP001,2018-03-25,35.91,71.26,2.94,6.99,13.53,0.67,3.69,27.58,75.0,Satisfactory
AP001,2018-03-26,39.05,81.51,3.43,9.86,10.94,0.68,7.26,23.74,79.0,Satisfactory
AP001,2018-03-27,30.21,67.22,5.11,11.29,11.24,0.58,13.19,20.89,74.0,Satisfactory
AP001,2018-03-28,31.14,60.35,4.25,10.36,11.8,0.83,14.42,20.99,62.0,Satisfactory
AP001,2018-03-29,26.82,52.51,3.63,7.68,11.54,0.69,13.63,23.6,53.0,Satisfactory
AP001,2018-03-30,26.34,52.07,3.49,8.43,9.3,0.57,18.83,23.6,53.0,Satisfactory
AP001,2018-03-31,28.48,55.8,3.06,6.86,10.49,0.64,12.97,24.19,55.0,Satisfactory
AP001,2018-04-01,21.83,52.92,2.69,5.28,7.53,0.55,8.3,23.34,52.0,Satisfactory
AP001,2018-04-02,24.23,52.06,4.32,14.33,8.17,0.56,9.95,23.86,55.0,Satisfactory
AP001,2018-04-03,22.29,55.96,4.38,11.27,10.88,0.67,8.08,19.63,56.0,Satisfactory
AP001,2018-04-04,25.28,54.59,4.93,9.65,12.44,0.72,8.7,19.64,56.0,Satisfactory
AP001,2018-04-05,19.68,45.57,2.06,6.63,8.44,0.69,5.86,14.34,52.0,Satisfactory
AP001,2018-04-07,24.4,70.25,5.01,10.84,10.27,0.74,7.4,13.13,76.0,Satisfactory
AP001,2018-04-08,20.05,79.5,4.17,13.54,9.77,0.65,10.35,34.29,76.0,Satisfactory
AP001,2018-04-09,23.72,55.74,4.18,8.86,10.54,0.81,6.71,19.29,81.0,Satisfactory
AP001,2018-04-10,26.12,56.77,4.8,11.71,9.83,0.5,6.88,14.32,59.0,Satisfactory
AP001,2018-04-13,7.16,26.39,3.86,5.22,8.62,0.59,6.62,14.29,46.0,Good
AP001,2018-04-14,7.97,33.2,4.26,6.48,8.66,0.61,6.01,11.52,40.0,Good
AP001,2018-04-15,6.48,23.83,2.39,3.54,8.32,0.47,5.97,11.63,33.0,Good
AP001,2018-04-16,7.2,34.11,3.7,5.73,7.23,0.5,7.01,18.9,49.0,Good
AP001,2018-04-17,8.27,27.27,3.72,5.86,6.04,0.53,6.69,7.51,32.0,Good
AP001,2018-04-19,9.21,27.62,2.67,3.26,6.59,0.44,6.91,11.95,42.0,Good
AP001,2018-04-21,19.78,49.86,3.0,4.9,6.3,0.66,7.64,23.67,53.0,Satisfactory
AP001,2018-04-22,8.85,30.54,2.7,3.86,5.01,0.36,5.44,20.73,47.0,Good
AP001,2018-04-25,18.48,62.52,3.36,12.71,6.68,0.76,7.38,17.57,79.0,Satisfactory
AP001,2018-04-27,11.04,38.34,3.76,5.11,6.78,0.48,6.21,16.31,47.0,Good
AP001,2018-04-28,9.74,33.83,3.94,4.84,5.66,0.66,7.51,12.65,51.0,Satisfactory
AP001,2018-04-29,10.35,30.98,3.51,5.55,4.43,1.01,5.38,7.55,52.0,Satisfactory
AP001,2018-05-01,22.81,53.85,3.12,6.96,5.76,0.8,7.09,34.26,88.0,Satisfactory
AP001,2018-05-02,28.54,56.36,4.29,22.75,8.96,0.85,7.28,32.62,78.0,Satisfactory
AP001,2018-05-03,18.46,39.45,3.59,14.17,12.76,0.49,6.37,30.3,90.0,Satisfactory
AP001,2018-05-04,23.9,37.71,4.65,26.74,12.69,0.56,6.01,12.46,43.0,Good
AP001,2018-05-09,14.42,36.29,3.41,6.9,7.77,0.43,9.19,35.44,55.0,Satisfactory
AP001,2018-05-11,12.42,36.29,4.47,10.28,4.63,0.51,5.82,36.88,52.0,Satisfactory
AP001,2018-05-13,16.78,42.22,2.87,5.94,7.82,0.4,7.31,50.24,84.0,Satisfactory
AP001,2018-05-14,19.77,62.11,3.66,10.0,9.3,1.03,12.02,43.79,95.0,Satisfactory
AP001,2018-05-15,22.63,54.13,2.87,14.93,9.67,0.26,9.43,41.32,58.0,Satisfactory
AP001,2018-05-17,15.2,45.09,4.69,9.26,8.99,1.18,6.82,54.21,125.0,Moderate
AP001,2018-05-18,9.58,28.33,3.12,9.05,13.54,0.59,7.27,122.21,192.0,Moderate
AP001,2018-05-24,25.62,56.44,4.28,13.88,11.52,0.48,7.3,44.62,86.0,Satisfactory
AP001,2018-05-25,40.32,66.25,4.36,11.3,10.61,0.5,7.57,24.35,62.0,Satisfactory
AP001,2018-05-26,13.07,37.35,3.8,8.59,9.78,0.46,6.09,29.05,78.0,Satisfactory
AP001,2018-05-27,16.56,41.96,3.03,7.25,9.48,0.41,6.48,62.01,114.0,Moderate
AP001,2018-05-28,19.57,44.72,3.72,7.72,10.79,0.34,5.99,64.58,103.0,Moderate
AP001,2018-05-29,30.96,72.18,3.63,10.82,11.18,0.36,11.72,82.13,134.0,Moderate
AP001,2018-05-30,32.1,83.29,3.17,10.17,9.85,0.29,6.4,105.09,168.0,Moderate
AP001,2018-05-31,31.82,74.79,3.17,9.57,9.97,0.32,9.41,100.6,150.0,Moderate
AP001,2018-06-01,37.5,84.96,3.27,11.57,10.06,0.57,4.53,79.11,127.0,Moderate
AP001,2018-06-02,23.25,61.1,4.29,15.21,9.62,0.43,9.78,57.54,106.0,Moderate
AP001,2018-06-03,27.42,57.28,3.36,19.38,7.89,0.32,6.83,77.6,129.0,Moderate
AP001,2018-06-04,31.26,72.82,2.6,10.78,9.02,0.4,7.7,100.25,136.0,Moderate
AP001,2018-06-05,28.12,70.21,2.67,13.18,11.27,0.38,7.28,126.43,155.0,Moderate
AP001,2018-06-06,32.33,55.74,3.37,18.42,13.99,0.51,6.22,44.58,87.0,Satisfactory
AP001,2018-06-07,19.29,31.22,2.93,13.9,17.3,0.42,5.87,65.87,84.0,Satisfactory
AP001,2018-06-08,17.99,29.24,2.8,10.45,14.89,0.32,6.37,63.95,85.0,Satisfactory
AP001,2018-06-09,12.72,24.79,2.33,9.03,10.79,0.4,5.82,72.26,91.0,Satisfactory
AP001,2018-06-10,13.65,35.39,1.9,6.11,9.14,0.46,7.1,60.03,76.0,Satisfactory
AP001,2018-06-11,17.64,47.81,3.95,10.06,9.74,0.49,5.81,46.41,60.0,Satisfactory
AP001,2018-06-12,23.43,57.11,5.5,13.82,10.29,0.79,6.68,46.96,69.0,Satisfactory
AP001,2018-06-13,25.92,68.27,4.85,15.08,9.72,0.61,6.36,36.27,64.0,Satisfactory
AP001,2018-06-14,32.7,103.88,3.83,11.83,11.4,0.55,8.41,47.71,98.0,Satisfactory
AP001,2018-06-15,31.58,107.31,4.62,13.57,13.41,1.13,8.66,62.14,128.0,Moderate
AP001,2018-06-16,22.9,69.96,3.08,10.96,10.54,0.75,5.29,61.1,113.0,Moderate
AP001,2018-06-17,24.23,78.11,3.0,8.32,10.85,0.98,9.0,59.68,87.0,Satisfactory
AP001,2018-06-18,17.92,68.72,3.53,7.85,10.72,0.46,6.66,52.83,79.0,Satisfactory
AP001,2018-06-19,17.38,55.59,4.73,9.13,9.36,0.84,6.18,54.36,69.0,Satisfactory
AP001,2018-06-20,19.06,59.46,4.75,11.31,10.32,1.02,5.43,62.58,78.0,Satisfactory
AP001,2018-06-21,18.81,55.66,3.91,11.7,11.32,1.01,5.53,62.72,88.0,Satisfactory
AP001,2018-06-22,18.69,50.06,3.48,12.39,12.21,0.81,7.62,68.32,101.0,Moderate
AP001,2018-06-23,17.85,43.47,3.35,11.42,11.67,1.05,6.86,63.17,80.0,Satisfactory
AP001,2018-06-24,18.09,45.11,3.0,7.26,9.25,1.0,6.14,64.6,89.0,Satisfactory
AP001,2018-06-25,18.93,60.89,3.85,7.4,10.94,0.55,6.76,50.27,71.0,Satisfactory
AP001,2018-06-26,16.86,48.26,2.98,8.54,10.01,0.52,7.12,50.39,68.0,Satisfactory
AP001,2018-06-27,16.85,54.97,5.26,10.6,11.26,0.57,7.55,43.4,56.0,Satisfactory
AP001,2018-06-28,16.46,33.5,5.95,17.41,11.74,0.61,4.72,40.44,65.0,Satisfactory
AP001,2018-06-29,18.4,49.43,4.29,13.66,13.37,0.38,5.51,48.0,66.0,Satisfactory
AP001,2018-06-30,20.31,49.14,3.84,12.76,12.81,0.41,7.54,61.59,96.0,Satisfactory
AP001,2018-07-01,23.99,46.59,3.45,16.64,15.06,0.51,5.01,46.14,68.0,Satisfactory
AP001,2018-07-02,20.36,41.99,4.47,15.53,13.73,0.52,6.62,53.13,76.0,Satisfactory
AP001,2018-07-03,15.08,38.79,5.11,13.96,10.28,0.4,4.9,44.36,70.0,Satisfactory
AP001,2018-07-04,19.42,69.33,5.64,13.23,10.96,0.41,5.6,47.28,75.0,Satisfactory
AP001,2018-07-05,13.93,48.97,5.11,10.72,11.11,0.33,6.52,44.77,73.0,Satisfactory
AP001,2018-07-06,18.29,41.01,6.12,17.63,13.21,0.63,6.53,37.35,85.0,Satisfactory
AP001,2018-07-07,17.25,32.02,2.58,6.82,11.04,0.37,4.65,65.23,83.0,Satisfactory
AP001,2018-07-08,13.43,26.94,2.11,5.31,9.79,0.46,5.17,54.03,73.0,Satisfactory
AP001,2018-07-09,16.83,38.25,3.04,7.43,9.56,0.37,5.69,61.43,75.0,Satisfactory
AP001,2018-07-10,18.16,38.17,3.03,6.81,10.87,0.36,5.36,53.27,63.0,Satisfactory
AP001,2018-07-11,16.89,30.98,2.61,6.37,10.19,0.39,6.75,54.84,62.0,Satisfactory
AP001,2018-07-12,15.95,25.24,7.52,7.16,16.27,0.64,8.77,37.76,79.0,Satisfactory
AP001,2018-07-13,14.05,30.86,2.4,7.74,13.78,0.16,6.45,30.33,37.0,Good
AP001,2018-07-14,9.85,29.97,3.12,7.5,15.05,0.4,6.02,21.63,35.0,Good
AP001,2018-07-15,8.68,26.62,2.19,5.01,12.07,0.31,6.29,19.52,31.0,Good
AP001,2018-07-16,7.5,24.01,3.64,6.56,11.23,0.3,7.42,20.89,29.0,Good
AP001,2018-07-17,7.75,28.62,4.99,8.7,13.07,0.44,10.4,25.38,32.0,Good
AP001,2018-07-18,10.45,41.47,4.1,11.13,14.62,0.47,9.94,28.24,39.0,Good
AP001,2018-07-19,12.7,49.26,4.31,9.81,11.05,0.42,8.98,32.3,48.0,Good
AP001,2018-07-20,14.48,35.5,5.28,12.77,12.61,0.5,9.81,24.28,42.0,Good
AP001,2018-07-21,17.96,47.61,5.68,14.95,14.75,0.69,6.51,32.73,73.0,Satisfactory
AP001,2018-07-22,16.87,50.6,2.22,7.8,14.92,0.38,12.46,31.82,59.0,Satisfactory
AP001,2018-07-24,17.42,56.44,5.71,16.26,15.6,0.47,11.83,28.85,55.0,Satisfactory
AP001,2018-07-25,17.79,68.97,7.15,16.25,14.24,0.62,10.42,26.08,86.0,Satisfactory
AP001,2018-07-26,18.75,82.27,4.66,15.45,16.15,0.55,9.13,27.44,100.0,Satisfactory
AP001,2018-07-27,11.92,46.76,3.33,7.75,16.19,0.57,10.97,29.93,85.0,Satisfactory
AP001,2018-07-28,17.74,80.26,10.41,20.1,18.23,0.49,10.98,27.33,57.0,Satisfactory
AP001,2018-07-29,21.78,76.32,5.21,20.63,18.8,0.44,9.64,25.7,85.0,Satisfactory
AP001,2018-07-30,28.31,98.01,9.45,24.83,18.71,0.54,6.69,31.12,85.0,Satisfactory
AP001,2018-07-31,27.1,112.48,9.04,23.91,21.23,0.47,12.6,23.43,106.0,Moderate
AP001,2018-08-01,20.21,91.71,4.66,16.41,18.05,0.34,6.74,29.91,100.0,Satisfactory
AP001,2018-08-02,18.52,51.48,6.99,18.33,20.07,0.43,12.46,28.73,68.0,Satisfactory
AP001,2018-08-03,25.59,70.1,10.33,21.95,21.89,0.5,8.64,26.4,61.0,Satisfactory
AP001,2018-08-04,21.79,75.21,4.79,15.65,19.74,0.38,11.1,30.57,71.0,Satisfactory
AP001,2018-08-05,24.0,80.0,1.4,28.8,35.2,0.95,2.9,17.6,77.0,Satisfactory
AP001,2018-08-07,18.47,52.91,7.36,16.89,16.57,0.8,11.49,22.14,111.0,Moderate
AP001,2018-08-08,16.73,40.15,6.61,16.05,19.69,0.44,9.02,20.11,47.0,Good
AP001,2018-08-09,18.72,57.71,7.08,25.46,22.11,0.42,12.33,18.28,47.0,Good
AP001,2018-08-10,11.39,28.72,4.4,11.2,24.46,0.39,9.47,21.17,48.0,Good
AP001,2018-08-11,10.62,19.96,3.71,9.32,17.43,0.59,10.32,14.62,49.0,Good
AP001,2018-08-12,8.1,15.83,2.78,8.58,11.88,0.77,8.72,14.52,50.0,Good
AP001,2018-08-13,9.28,16.42,5.01,7.85,14.27,0.92,8.12,12.29,57.0,Satisfactory
AP001,2018-08-14,7.45,20.5,3.99,8.92,14.63,0.88,8.35,16.01,60.0,Satisfactory
AP001,2018-08-15,15.32,45.04,3.13,10.48,15.07,0.88,8.93,14.12,52.0,Satisfactory
AP001,2018-08-16,8.84,23.71,3.77,6.74,18.92,0.95,8.39,21.01,54.0,Satisfactory
AP001,2018-08-17,11.39,24.61,3.02,7.96,13.6,0.96,11.82,26.34,63.0,Satisfactory
AP001,2018-08-18,12.51,32.52,2.71,6.6,14.61,0.86,9.47,28.28,53.0,Satisfactory
AP001,2018-08-19,8.71,14.17,1.36,6.04,20.04,1.03,8.12,22.3,56.0,Satisfactory
AP001,2018-08-21,11.3,27.28,5.81,11.69,9.62,1.2,9.05,24.93,112.0,Moderate
AP001,2018-08-22,7.0,7.8,1.7,7.66,17.12,1.08,8.39,17.77,75.0,Satisfactory
AP001,2018-08-24,15.76,40.74,4.78,19.03,16.38,1.36,9.46,23.34,89.0,Satisfactory
AP001,2018-08-25,18.79,60.26,5.2,20.45,18.52,1.1,10.01,22.54,76.0,Satisfactory
AP001,2018-08-26,15.05,43.47,3.3,14.59,19.91,0.95,10.12,22.85,78.0,Satisfactory
AP001,2018-08-27,10.1,23.92,4.73,13.33,19.26,0.87,9.24,20.67,66.0,Satisfactory
AP001,2018-08-28,14.43,43.47,6.66,16.04,17.73,0.95,9.76,24.54,61.0,Satisfactory
AP001,2018-08-29,22.65,57.46,4.52,16.8,19.88,1.18,8.89,29.44,83.0,Satisfactory
AP001,2018-08-30,28.45,81.89,6.68,19.36,20.7,1.39,9.78,29.76,87.0,Satisfactory
AP001,2018-08-31,24.94,69.22,3.56,19.99,20.42,1.4,11.98,28.1,97.0,Satisfactory
AP001,2018-09-01,26.24,62.75,4.63,21.34,24.55,1.68,11.17,27.98,98.0,Satisfactory
AP001,2018-09-02,30.6,76.16,7.16,24.63,22.37,1.71,11.64,24.36,99.0,Satisfactory
AP001,2018-09-03,21.81,78.68,12.19,23.75,21.76,1.64,11.8,29.05,94.0,Satisfactory
AP001,2018-09-04,24.22,86.08,9.81,26.49,21.11,1.68,11.54,26.93,98.0,Satisfactory
AP001,2018-09-05,19.82,71.36,5.45,17.14,20.62,1.82,12.89,29.25,102.0,Moderate
AP001,2018-09-06,25.11,81.43,6.01,21.87,16.71,1.57,11.73,31.81,96.0,Satisfactory
AP001,2018-09-07,31.3,101.05,9.49,25.22,18.06,1.48,11.06,35.61,90.0,Satisfactory
AP001,2018-09-08,27.1,89.38,11.58,21.31,23.69,1.54,10.21,28.77,106.0,Moderate
AP001,2018-09-11,33.28,75.5,10.44,32.4,23.03,1.11,8.91,30.15,88.0,Satisfactory
AP001,2018-09-12,40.66,82.62,4.78,23.58,21.37,0.76,10.9,38.55,103.0,Moderate
AP001,2018-09-13,40.56,66.97,2.56,17.56,22.66,0.62,11.29,37.87,76.0,Satisfactory
AP001,2018-09-14,37.93,67.4,3.85,20.86,19.44,0.78,8.91,34.81,68.0,Satisfactory
