StationId,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,AQI_Bucket
WB010,2019-07-20,18.5,31.02,3.23,8.35,20.27,0.28,2.74,13.75,26.0,Good
MH008,2020-05-25,12.3,33.94,4.61,6.31,3.83,0.44,5.71,38.49,43.0,Good
TG002,2018-07-06,15.31,38.07,2.98,15.66,4.92,0.2,2.42,23.24,29.0,Good
CH001,2020-03-26,13.28,40.33,1.85,8.79,41.23,0.5,10.54,12.43,39.0,Good
WB013,2020-06-19,18.62,41.66,3.38,25.96,27.72,0.72,2.73,23.09,42.0,Good
KL008,2020-07-01,2.0,35.0,1.68,2.3,5.62,0.42,6.15,22.1,41.0,Good
MH010,2019-07-09,11.0,35.74,4.7,12.48,9.0,0.26,2.24,8.87,34.0,Good
MH008,2019-08-06,11.76,37.6,5.1,2.48,4.28,0.26,1.82,11.51,39.0,Good
MH009,2020-06-05,11.11,35.71,7.05,19.52,24.83,0.28,16.3,28.33,47.0,Good
TG002,2019-07-11,7.1,42.88,0.45,8.69,5.9,0.38,2.12,21.81,37.0,Good
AS001,2019-09-14,23.58,44.23,5.71,8.08,2.27,0.5,12.66,16.45,41.0,Good
WB010,2019-07-10,18.83,33.98,2.48,8.84,19.76,0.31,6.12,20.11,38.0,Good
MH010,2019-08-04,7.09,25.52,1.3,3.05,44.04,0.3,3.87,14.91,23.0,Good
WB010,2019-08-21,25.17,38.03,4.01,11.33,9.9,0.35,2.4,9.29,40.0,Good
CH001,2020-03-12,19.08,38.09,7.16,19.73,69.07,0.54,8.23,15.5,49.0,Good
KA008,2020-06-08,23.44,55.52,1.91,16.54,7.23,0.52,5.38,25.06,48.0,Good
WB007,2020-06-14,6.59,18.05,6.34,6.05,3.85,0.25,2.34,20.7,26.0,Good
KA007,2019-07-03,11.55,41.66,0.65,7.52,5.06,0.38,1.53,32.55,44.0,Good
DL027,2019-09-30,19.88,53.89,2.8,10.03,23.92,0.64,2.19,7.08,43.0,Good
KL008,2020-04-08,10.64,30.67,7.16,6.42,5.06,0.63,7.52,35.53,40.0,Good
MH014,2020-05-24,12.4,42.65,1.42,4.96,0.83,0.21,3.96,27.78,45.0,Good
TG002,2018-07-09,15.27,27.5,2.6,10.75,4.98,0.17,2.25,29.66,34.0,Good
TG002,2020-05-15,12.5,47.16,8.84,24.03,8.54,0.22,5.8,27.24,49.0,Good
CH001,2020-04-05,15.43,34.61,2.15,13.07,33.74,0.54,10.4,17.37,35.0,Good
WB013,2019-04-10,19.62,35.13,3.65,30.72,27.11,0.79,1.48,22.33,47.0,Good
DL024,2019-07-29,14.68,49.01,10.19,29.65,40.01,0.72,8.26,20.9,50.0,Good
MH014,2020-04-25,13.97,44.27,1.55,2.89,2.09,0.24,3.96,28.8,49.0,Good
MH006,2019-08-04,7.01,20.65,0.82,7.1,1.4,0.14,7.76,46.64,49.0,Good
DL027,2019-08-16,12.23,29.1,1.13,3.91,36.35,0.54,2.24,14.92,38.0,Good
KL008,2019-07-19,7.19,17.91,1.05,3.88,1.78,0.42,1.96,24.33,41.0,Good
MH013,2019-07-22,7.56,23.52,15.08,20.35,8.01,0.42,17.19,12.59,42.0,Good
TG003,2020-06-23,19.89,51.3,1.57,5.27,9.63,0.33,5.65,26.54,44.0,Good
TG006,2019-06-14,16.61,39.22,0.5,16.08,6.78,0.17,1.07,37.31,46.0,Good
AP001,2019-04-21,9.77,35.42,1.48,12.59,3.34,0.32,21.81,28.75,41.0,Good
AP001,2020-06-28,16.65,28.51,1.43,8.32,9.77,0.66,10.86,37.34,49.0,Good
AP005,2020-06-27,15.02,50.94,7.68,25.06,12.47,0.47,8.55,23.3,41.0,Good
AP001,2019-08-30,10.11,23.08,23.03,14.19,24.24,0.45,16.84,23.09,37.0,Good
PB001,2019-07-26,24.73,49.38,9.45,9.94,10.66,0.5,11.8,14.03,46.0,Good
AP005,2018-05-26,13.25,31.62,4.89,13.2,10.11,0.3,2.76,21.74,40.0,Good
MH010,2019-09-25,17.15,31.42,8.96,5.25,48.0,0.24,5.18,7.82,35.0,Good
WB010,2019-11-09,8.92,17.65,4.33,10.5,14.88,0.34,4.48,12.91,39.0,Good
AS001,2020-06-06,12.45,20.53,1.24,6.97,1.38,0.39,15.7,30.37,37.0,Good
KA007,2018-07-06,12.26,24.84,13.1,37.83,34.76,0.43,10.64,22.47,38.0,Good
AS001,2020-06-19,12.18,21.4,1.25,5.73,2.92,0.38,15.89,22.25,30.0,Good
TG003,2018-08-29,16.47,59.78,0.53,5.51,6.38,0.22,13.83,20.48,46.0,Good
CH001,2020-04-06,20.93,47.96,1.66,10.91,46.0,0.41,12.81,22.15,41.0,Good
KA011,2020-04-11,22.83,41.76,0.67,5.24,14.36,0.49,1.29,30.68,41.0,Good
MH010,2020-06-06,9.89,26.49,2.41,9.94,6.95,0.35,3.41,4.72,20.0,Good
WB010,2020-05-28,13.29,30.24,3.83,9.14,5.37,0.5,5.0,22.65,36.0,Good
WB011,2019-09-03,13.4,28.31,8.5,13.64,11.83,0.27,7.14,15.4,40.0,Good
TG003,2018-06-30,16.07,46.0,0.45,4.6,6.09,0.2,10.87,29.84,50.0,Good
WB010,2019-09-18,11.96,22.55,6.7,6.81,20.54,0.36,2.69,7.58,28.0,Good
AP005,2020-06-26,7.63,32.27,5.91,23.27,11.15,0.46,6.87,19.9,47.0,Good
WB008,2020-05-27,13.78,34.44,2.24,4.65,10.03,0.3,13.87,32.55,47.0,Good
AS001,2020-04-23,26.52,46.48,2.21,7.14,10.16,0.38,13.86,31.74,46.0,Good
AP005,2019-09-19,9.76,27.66,3.26,9.06,3.87,0.43,14.52,36.58,43.0,Good
DL027,2020-06-25,30.17,47.01,2.56,7.95,54.82,0.51,5.03,15.04,40.0,Good
WB008,2019-08-31,3.63,25.77,2.94,10.61,5.99,0.17,3.93,17.14,27.0,Good
AS001,2019-06-15,24.04,40.88,3.38,9.73,8.16,0.54,10.49,3.32,38.0,Good
TG004,2020-04-11,24.57,46.89,21.4,36.9,5.86,0.55,10.02,28.77,46.0,Good
TG003,2019-09-06,11.18,18.22,1.39,3.66,4.65,0.26,1.2,15.87,22.0,Good
ML001,2020-06-18,4.56,6.79,1.1,3.09,6.2,0.15,11.29,31.77,46.0,Good
WB013,2019-05-25,23.48,44.17,2.73,6.5,5.48,0.72,2.96,23.89,49.0,Good
AS001,2020-05-08,27.19,52.66,2.48,12.02,5.86,0.4,14.54,30.32,45.0,Good
MH008,2019-07-03,9.94,27.45,9.07,7.63,3.13,0.22,9.88,26.19,36.0,Good
KA008,2019-08-03,8.45,45.46,3.05,22.18,9.29,0.57,3.47,20.44,45.0,Good
KA007,2019-07-30,12.19,38.71,0.67,7.85,5.57,0.39,1.04,31.45,40.0,Good
MH009,2020-05-05,8.33,54.26,6.89,4.47,8.42,0.25,12.17,11.19,49.0,Good
WB010,2020-06-19,16.92,40.54,3.84,15.29,2.32,0.48,4.87,26.96,42.0,Good
WB013,2020-06-02,17.01,29.08,2.25,18.67,31.77,0.57,7.07,28.62,38.0,Good
TG006,2019-07-01,16.48,33.16,0.58,16.11,5.82,0.19,1.02,32.59,41.0,Good
ML001,2020-06-27,9.41,9.77,0.99,2.89,2.93,0.16,4.76,24.97,35.0,Good
KA008,2019-07-23,11.0,30.81,3.59,25.38,9.05,0.67,3.4,21.28,43.0,Good
WB012,2019-08-29,8.02,13.52,2.99,13.1,3.96,0.22,1.93,23.18,40.0,Good
WB008,2020-06-13,13.09,25.14,2.24,4.65,9.09,0.33,12.85,20.48,26.0,Good
WB009,2019-09-09,24.11,41.19,2.14,15.99,11.65,0.26,7.45,18.97,42.0,Good
ML001,2020-05-02,13.9,18.23,0.88,2.65,2.71,0.16,6.65,0.9,24.0,Good
MH008,2019-10-03,17.94,59.83,9.01,7.38,5.48,0.41,9.15,6.34,50.0,Good
AP001,2018-08-08,16.73,40.15,6.61,16.05,19.69,0.44,9.02,20.11,47.0,Good
TG001,2018-12-18,12.96,17.19,1.13,8.66,8.43,0.24,3.83,13.28,45.0,Good
KA008,2018-07-16,12.9,38.17,5.76,13.03,7.6,0.45,8.34,14.19,49.0,Good
AP005,2020-05-16,2.0,17.99,1.29,10.24,9.48,0.11,8.86,19.75,32.0,Good
KL008,2020-04-22,6.12,23.34,6.73,5.24,7.54,0.65,8.49,28.67,42.0,Good
MH006,2019-06-19,12.04,39.48,1.57,10.75,3.56,0.2,7.59,47.27,50.0,Good
WB007,2019-09-10,13.99,31.17,2.11,13.83,51.5,0.31,3.39,35.28,46.0,Good
WB010,2020-06-17,10.86,32.85,3.5,9.49,5.73,0.44,4.57,21.68,33.0,Good
KA008,2018-08-16,9.99,26.18,3.34,15.24,1.53,0.45,6.55,20.98,32.0,Good
WB009,2019-09-18,15.97,31.6,5.12,18.63,5.65,0.3,3.88,23.36,35.0,Good
AP001,2019-06-12,11.81,43.2,5.0,29.99,4.69,0.34,13.82,41.43,50.0,Good
MH010,2020-06-03,9.49,18.74,1.56,5.23,1.18,0.31,4.13,11.5,34.0,Good
WB010,2019-08-27,11.46,28.29,4.65,13.59,15.1,0.36,1.94,9.31,32.0,Good
WB012,2020-04-27,13.49,21.51,3.73,6.23,8.5,0.21,4.5,36.77,48.0,Good
AP001,2020-03-07,14.26,24.49,2.46,6.19,10.4,0.52,12.13,26.65,35.0,Good
WB007,2019-09-16,15.85,33.77,4.54,14.9,25.01,0.32,4.49,28.89,43.0,Good
MH011,2019-08-07,17.48,50.86,12.55,16.71,10.81,0.13,21.96,3.08,44.0,Good
AP001,2020-03-16,27.28,47.52,2.65,9.42,10.82,0.57,19.49,28.25,48.0,Good
KA008,2019-09-06,11.83,34.64,6.15,16.75,6.57,0.54,3.18,18.37,48.0,Good
KA011,2020-03-31,19.67,44.39,1.42,6.37,8.22,0.86,2.71,34.63,50.0,Good
DL036,2019-08-17,5.43,10.22,5.34,15.29,23.53,0.54,3.51,13.08,41.0,Good
TG003,2018-06-11,17.51,50.25,0.83,8.82,6.21,0.26,16.22,29.23,46.0,Good
AP001,2019-10-19,13.78,24.72,3.08,10.61,10.25,0.47,11.83,29.61,41.0,Good
MH010,2019-11-08,9.48,28.92,3.68,11.59,39.17,0.66,4.74,10.96,47.0,Good
DL036,2019-08-16,8.78,22.23,5.24,19.99,22.88,0.59,4.41,21.98,44.0,Good
AS001,2019-07-04,15.47,32.63,2.88,9.96,4.53,0.42,10.7,4.22,33.0,Good
MH013,2020-05-21,6.68,40.06,5.69,0.99,1.37,0.24,9.79,23.43,43.0,Good
TG003,2019-09-26,19.85,28.5,1.54,8.34,7.28,0.33,0.66,19.57,44.0,Good
KA011,2019-10-17,8.43,26.04,14.34,20.72,8.55,0.65,1.56,30.06,47.0,Good
DL020,2018-07-27,10.31,24.09,2.63,11.75,26.18,0.72,13.97,7.25,44.0,Good
TG002,2018-06-24,14.24,36.48,2.94,12.57,6.22,0.21,3.03,29.66,38.0,Good
TN002,2020-01-06,16.82,25.87,1.33,4.46,50.27,0.31,14.46,38.21,39.0,Good
MH006,2019-07-03,12.39,24.59,2.67,12.99,3.73,0.26,7.77,41.14,42.0,Good
PB001,2018-08-21,19.92,37.9,13.48,12.06,6.42,1.01,8.09,32.38,42.0,Good
AP005,2020-04-29,7.81,46.54,1.73,18.79,7.96,0.11,8.02,20.17,49.0,Good
WB013,2020-06-05,13.93,27.59,2.43,13.29,24.6,0.67,8.24,25.95,40.0,Good
MH013,2020-05-25,7.95,52.1,5.72,0.89,0.6,0.27,11.26,19.66,49.0,Good
KA004,2020-05-30,21.47,71.17,0.16,0.1,3.52,0.27,8.54,31.11,47.0,Good
WB013,2020-06-14,11.52,20.89,2.36,16.86,23.21,0.71,1.12,20.23,42.0,Good
TG002,2019-09-01,4.11,12.83,4.07,10.28,7.99,0.39,1.18,14.72,46.0,Good
MH008,2019-08-26,12.92,48.5,1.6,3.69,11.9,0.42,10.66,19.04,40.0,Good
MH011,2020-05-24,10.89,41.82,3.16,30.57,7.22,0.05,14.52,26.33,46.0,Good
MH014,2020-04-27,16.01,43.88,1.71,3.76,2.26,0.25,3.78,24.06,45.0,Good
ML001,2019-10-13,17.32,27.42,1.16,3.54,3.65,0.26,6.26,35.77,44.0,Good
MH006,2019-09-01,5.11,16.04,6.01,0.42,9.74,0.31,11.46,5.36,24.0,Good
DL022,2019-08-19,17.73,45.35,4.73,23.13,13.9,0.0,8.46,28.74,50.0,Good
ML001,2020-06-13,3.9,6.79,0.92,2.63,2.71,0.13,8.92,20.96,34.0,Good
KL007,2020-06-10,24.52,46.26,8.2,13.15,8.2,0.47,4.0,16.61,50.0,Good
MH014,2019-07-26,8.61,74.45,8.98,9.96,3.01,0.22,1.91,17.19,32.0,Good
CH001,2020-03-30,12.34,29.51,1.55,10.05,48.87,0.38,9.61,17.27,38.0,Good
DL019,2015-09-23,19.55,40.25,2.19,11.67,17.05,0.3,9.06,19.99,43.0,Good
DL016,2018-09-24,15.32,24.43,10.08,28.3,18.76,0.75,12.56,10.48,47.0,Good
TG002,2019-07-22,4.63,26.2,3.94,15.08,11.11,0.38,1.67,26.79,38.0,Good
KA004,2018-07-13,19.48,46.75,7.54,16.81,10.52,0.4,6.33,9.68,49.0,Good
MH008,2020-05-30,10.38,24.42,4.64,6.34,3.81,0.41,6.74,35.62,37.0,Good
DL027,2019-08-13,17.45,40.99,4.68,10.02,36.26,0.68,1.72,13.97,49.0,Good
AS001,2019-09-30,20.06,32.53,9.66,7.97,1.6,0.57,13.83,17.28,41.0,Good
WB012,2020-06-04,18.07,48.21,4.12,6.7,8.86,0.22,3.65,21.82,48.0,Good
MH012,2019-09-20,18.3,34.61,5.11,17.56,1.99,0.6,18.44,5.42,43.0,Good
TG002,2020-06-10,19.22,37.59,5.83,21.69,10.47,0.3,3.88,27.44,47.0,Good
MH010,2019-08-28,11.79,38.91,10.26,3.21,40.51,0.38,4.72,8.79,43.0,Good
KL008,2018-06-25,13.66,41.84,3.15,8.46,2.29,0.62,5.71,25.78,44.0,Good
KA007,2019-09-02,7.28,18.22,0.71,5.3,5.79,0.41,10.0,28.13,35.0,Good
TG002,2019-11-01,14.53,43.07,5.24,29.19,7.68,0.31,1.26,15.54,40.0,Good
AS001,2020-04-30,23.83,36.16,1.85,7.68,4.63,0.39,14.01,30.84,47.0,Good
MH008,2019-11-08,17.92,43.26,4.79,8.2,4.52,0.35,11.33,29.94,41.0,Good
WB013,2020-04-27,11.51,31.71,1.73,10.21,21.52,0.54,6.92,28.9,38.0,Good
KL008,2018-06-29,17.1,38.49,3.04,8.25,3.6,0.83,5.19,29.35,49.0,Good
AP001,2018-12-19,16.38,33.04,4.77,39.69,23.12,0.67,44.59,19.12,46.0,Good
MH011,2019-09-29,11.02,40.07,11.28,15.5,12.38,0.13,1.72,13.46,41.0,Good
AS001,2020-04-27,28.02,42.15,5.89,10.71,2.47,0.42,14.17,31.9,50.0,Good
DL019,2018-09-22,20.26,35.89,9.83,29.47,13.22,0.71,6.27,33.0,50.0,Good
AP005,2018-11-04,8.24,28.92,3.68,10.16,5.85,0.54,2.07,29.15,40.0,Good
TG003,2019-07-13,13.67,27.43,1.4,5.93,4.06,0.27,7.39,19.27,30.0,Good
KA007,2019-06-14,10.61,36.04,0.69,8.97,5.7,0.4,1.69,12.61,32.0,Good
KL008,2018-06-15,12.81,30.9,3.21,9.67,1.97,0.76,5.97,28.01,46.0,Good
WB010,2020-04-21,10.88,25.22,3.4,10.1,5.92,0.46,4.82,18.41,35.0,Good
TG002,2019-08-01,4.01,19.04,4.36,11.76,7.84,0.35,1.7,14.84,24.0,Good
MH010,2020-05-19,13.11,40.22,7.82,1.27,0.73,0.21,6.93,23.15,42.0,Good
WB007,2020-06-04,10.6,39.32,6.07,3.7,2.88,0.2,4.83,26.43,46.0,Good
AS001,2020-06-21,20.77,34.82,4.4,7.49,3.76,0.46,15.75,24.06,46.0,Good
MH014,2020-04-28,18.82,50.97,1.48,5.68,1.72,0.26,3.79,36.05,46.0,Good
RJ006,2019-07-30,20.45,49.96,10.1,11.66,51.93,0.35,6.92,23.94,45.0,Good
MH008,2019-09-30,6.63,14.64,1.97,2.66,6.56,0.24,6.05,7.54,17.0,Good
MH010,2019-06-30,12.97,24.09,7.55,15.9,10.49,0.54,21.64,6.33,33.0,Good
ML001,2020-06-30,14.74,20.8,1.01,2.85,2.96,0.2,5.05,6.2,21.0,Good
PB001,2019-08-18,11.69,37.87,13.5,9.19,10.72,0.56,9.05,16.87,39.0,Good
MH006,2019-07-14,6.24,23.58,1.82,8.2,3.24,0.2,7.58,44.08,46.0,Good
PB001,2019-08-19,16.58,35.71,13.46,9.16,10.68,0.29,6.64,18.05,45.0,Good
WB012,2019-09-02,12.33,17.06,3.82,12.56,9.93,0.26,1.43,14.78,36.0,Good
CH001,2020-01-09,28.35,47.36,3.41,11.19,35.22,0.44,5.58,12.51,49.0,Good
MH007,2020-06-02,21.71,51.68,17.62,34.33,5.69,0.33,1.54,6.91,42.0,Good
MH006,2019-09-10,8.03,33.47,4.52,1.3,4.35,0.38,25.41,7.58,31.0,Good
KA007,2018-07-07,8.56,17.08,10.36,33.47,31.98,0.53,15.57,28.15,42.0,Good
MH010,2020-06-10,8.6,22.34,2.77,6.22,6.07,0.39,3.21,3.42,26.0,Good
TG002,2019-07-15,7.15,32.65,0.34,10.09,5.68,0.35,1.81,23.48,47.0,Good
KA008,2018-08-24,12.69,35.75,5.49,8.91,1.72,0.38,9.4,12.41,37.0,Good
MH010,2019-07-07,12.33,47.1,2.29,6.98,8.66,0.31,7.01,9.11,39.0,Good
MH008,2020-06-22,12.23,28.13,0.93,6.58,12.86,0.42,2.14,4.98,27.0,Good
AP001,2018-07-18,10.45,41.47,4.1,11.13,14.62,0.47,9.94,28.24,39.0,Good
AS001,2020-06-29,21.38,33.14,2.06,6.38,3.51,0.46,15.66,27.12,48.0,Good
AP005,2020-05-10,16.51,58.2,0.85,24.04,9.09,0.11,6.41,24.02,46.0,Good
MH010,2019-08-01,7.7,30.17,3.1,5.52,67.22,0.31,3.77,14.98,28.0,Good
MH006,2019-11-05,26.91,45.5,0.97,3.53,9.71,0.21,25.87,5.89,40.0,Good
WB010,2019-09-19,7.86,16.95,5.31,6.0,18.34,0.31,2.78,7.62,22.0,Good
AS001,2019-10-01,11.78,22.1,7.12,7.16,2.28,0.55,13.73,17.38,37.0,Good
TG004,2018-07-17,10.21,25.5,9.35,54.99,6.98,0.34,2.2,5.01,40.0,Good
DL032,2018-07-28,27.0,46.17,4.61,16.33,30.05,0.73,11.31,13.05,48.0,Good
AP001,2019-07-09,11.3,31.96,4.61,23.47,1.62,0.28,17.09,27.47,37.0,Good
WB007,2019-09-24,10.95,25.19,5.48,15.87,12.07,0.3,4.01,13.58,28.0,Good
KA007,2018-07-08,10.82,22.69,11.64,39.01,31.72,0.51,15.08,24.11,41.0,Good
MH014,2020-06-15,5.24,19.81,6.3,7.61,0.89,0.28,5.32,16.08,26.0,Good
KA007,2020-06-25,16.04,33.52,2.62,13.3,4.49,0.35,10.83,25.38,49.0,Good
MH006,2019-07-07,9.5,44.11,1.04,7.6,2.98,0.14,7.69,42.34,43.0,Good
KL008,2019-07-01,9.89,36.12,1.81,2.32,5.6,0.77,0.94,15.03,48.0,Good
KA007,2019-08-01,12.62,37.67,0.76,5.45,5.19,0.28,1.38,30.81,40.0,Good
TG003,2019-07-02,15.05,28.03,1.25,4.98,5.01,0.29,6.96,22.84,30.0,Good
AS001,2019-06-17,34.51,49.9,2.2,13.27,6.8,0.53,10.55,3.63,49.0,Good
MH010,2020-05-07,10.0,18.96,5.05,1.83,0.29,0.22,38.22,25.93,44.0,Good
MH006,2019-07-02,8.47,9.0,1.01,8.74,2.58,0.19,7.6,41.95,43.0,Good
TG003,2020-04-11,22.0,45.5,1.15,5.42,8.62,0.42,4.0,24.98,48.0,Good
KA008,2020-06-03,4.84,16.09,1.3,10.97,7.88,0.5,3.95,29.17,45.0,Good
TG001,2020-04-22,22.47,46.94,0.73,19.06,46.16,0.32,8.15,25.84,49.0,Good
KA004,2019-07-14,29.07,44.54,10.08,19.09,9.46,0.32,2.87,14.61,50.0,Good
WB009,2020-06-11,9.22,26.35,1.72,10.1,3.41,0.32,3.0,4.36,33.0,Good
WB013,2020-06-04,16.67,32.0,2.28,14.62,22.54,0.68,10.55,24.46,42.0,Good
KA007,2019-07-08,10.16,35.3,0.7,6.79,5.79,0.33,0.95,30.77,38.0,Good
KL008,2020-06-21,14.64,30.12,7.54,4.96,6.3,0.51,7.66,22.53,42.0,Good
KL008,2019-06-04,9.27,29.82,1.1,4.09,2.4,0.65,1.38,35.1,44.0,Good
TG002,2019-07-21,8.3,27.38,3.67,13.91,11.66,0.44,1.64,25.87,37.0,Good
KA011,2019-10-30,15.84,23.38,8.16,16.98,10.52,0.49,1.63,25.5,42.0,Good
WB008,2020-04-20,15.23,31.36,2.61,4.79,14.41,0.34,5.57,27.24,43.0,Good
ML001,2020-06-07,17.94,25.5,1.05,2.88,2.93,0.18,11.33,5.11,30.0,Good
WB010,2019-09-28,16.45,25.25,17.35,13.81,21.74,0.56,5.22,4.56,34.0,Good
WB007,2020-06-30,6.33,25.41,6.66,6.23,3.71,0.47,5.29,14.74,42.0,Good
ML001,2019-10-05,19.67,32.09,1.11,3.5,3.62,0.29,5.77,41.42,49.0,Good
MH010,2019-08-19,8.67,35.21,6.08,2.13,37.46,0.32,4.32,9.18,39.0,Good
MH011,2019-09-28,11.26,33.76,11.79,15.36,34.31,0.11,1.74,13.46,35.0,Good
KA007,2020-05-25,20.01,48.06,3.19,27.61,12.74,0.59,10.4,29.53,45.0,Good
MH013,2019-09-29,8.25,12.92,17.93,8.7,7.87,0.32,14.49,5.12,44.0,Good
MH008,2020-05-03,10.27,18.72,27.28,3.34,5.66,0.7,22.54,46.71,45.0,Good
ML001,2019-09-24,13.24,22.97,1.16,3.55,3.66,0.49,5.49,27.48,43.0,Good
DL029,2019-09-26,9.43,30.92,6.29,20.39,21.48,0.63,12.54,15.33,49.0,Good
MH007,2019-07-31,8.25,32.02,6.63,1.09,43.83,0.42,8.99,4.01,30.0,Good
DL018,2020-03-28,14.96,25.06,1.79,13.24,25.76,0.29,16.75,14.02,27.0,Good
ML001,2020-06-09,24.94,33.44,0.98,2.73,2.84,0.25,10.96,0.01,41.0,Good
MH011,2019-07-27,14.67,42.76,9.09,21.29,9.76,0.08,1.17,16.71,40.0,Good
TG006,2018-06-21,13.81,28.25,3.71,29.83,17.16,0.34,2.32,26.02,34.0,Good
KA008,2018-07-08,13.73,38.22,4.07,7.05,7.26,0.49,9.31,19.12,36.0,Good
ML001,2020-05-20,17.42,26.03,0.93,2.65,2.71,0.19,8.35,9.25,40.0,Good
MH013,2019-07-06,4.76,30.38,15.18,8.71,7.07,0.27,2.48,13.4,32.0,Good
AP001,2019-07-21,14.72,22.46,1.25,4.64,4.81,0.49,9.71,34.63,45.0,Good
MH010,2019-10-03,13.84,40.12,9.39,3.84,49.55,0.23,5.06,6.78,42.0,Good
WB007,2020-06-18,11.4,31.44,6.36,4.79,4.35,0.33,7.74,26.05,37.0,Good
TG002,2018-12-19,24.11,56.14,3.85,35.34,12.5,0.44,4.34,36.03,50.0,Good
AP001,2019-07-20,11.14,18.23,1.11,5.65,5.5,0.44,13.82,37.65,47.0,Good
KA004,2019-08-05,19.43,30.98,10.78,15.64,10.95,0.32,2.9,8.81,34.0,Good
MH013,2019-07-18,9.33,46.09,11.01,10.78,6.46,0.32,16.58,9.06,42.0,Good
AP001,2019-08-06,6.89,13.83,2.96,6.48,6.28,0.34,13.35,21.06,32.0,Good
MH011,2019-07-14,12.57,40.49,8.73,18.91,9.27,0.1,14.63,12.69,42.0,Good
TG003,2018-07-06,12.82,42.39,0.65,5.8,5.66,0.19,10.77,25.29,33.0,Good
TG003,2019-07-26,11.3,27.38,1.44,5.19,5.32,0.24,6.75,17.48,27.0,Good
MH006,2019-09-09,7.0,28.19,4.63,1.08,4.81,0.36,20.48,6.84,24.0,Good
MH012,2019-10-26,19.16,40.47,13.11,15.26,3.45,0.77,10.45,5.6,50.0,Good
WB011,2019-09-05,16.94,30.0,9.34,10.09,9.62,0.2,7.56,17.12,31.0,Good
WB010,2019-06-23,15.83,35.59,3.45,8.24,9.02,0.37,1.94,13.82,36.0,Good
ML001,2020-01-11,22.59,30.4,0.91,2.96,3.05,0.28,7.95,32.79,50.0,Good
TG001,2019-06-12,10.29,47.9,1.49,19.45,12.34,0.21,12.49,24.43,50.0,Good
TG002,2019-07-26,7.74,28.19,4.34,12.3,9.87,0.35,1.44,16.89,33.0,Good
WB012,2019-08-30,12.56,20.64,2.04,11.96,4.44,0.21,1.56,19.9,32.0,Good
AP005,2020-05-12,6.9,42.63,2.35,12.63,10.88,0.11,6.46,20.14,45.0,Good
KA004,2019-08-26,16.85,52.06,13.61,19.33,9.99,0.44,3.28,10.36,47.0,Good
AP001,2020-06-07,11.49,47.69,1.48,6.9,6.93,0.42,12.34,38.36,50.0,Good
TG002,2019-10-26,9.56,32.0,7.18,19.56,6.57,0.47,1.93,12.38,42.0,Good
KL008,2020-03-29,12.7,41.4,3.58,8.62,7.55,0.65,7.01,34.7,50.0,Good
DL020,2018-07-28,25.58,71.08,2.68,15.73,33.95,0.86,14.04,9.65,49.0,Good
KL008,2019-09-22,11.18,33.91,0.78,3.16,1.43,0.84,1.12,20.47,50.0,Good
WB013,2020-04-29,16.86,32.17,2.0,14.26,24.19,0.57,7.27,29.62,44.0,Good
KL008,2019-08-24,12.11,30.07,1.16,3.65,1.65,0.64,1.79,30.67,49.0,Good
TG006,2018-06-10,14.99,23.39,5.46,28.1,15.25,0.32,3.97,24.19,33.0,Good
AS001,2020-06-28,18.95,28.79,1.31,8.12,2.32,0.44,15.91,27.36,36.0,Good
PB001,2018-07-17,22.09,41.49,10.07,9.35,7.6,0.0,2.67,34.97,49.0,Good
TG003,2019-07-15,16.03,33.24,1.38,5.2,4.25,0.29,7.29,22.63,39.0,Good
KL008,2020-05-26,5.88,28.81,8.94,10.89,5.78,0.74,8.5,30.17,47.0,Good
AS001,2019-08-18,23.21,43.52,2.52,6.35,5.28,0.44,11.73,15.89,49.0,Good
ML001,2020-07-01,16.7,29.4,0.97,2.7,2.66,0.1,4.29,17.71,24.0,Good
PB001,2019-08-01,23.92,45.63,8.83,10.22,10.46,0.51,21.06,11.71,47.0,Good
MH013,2019-07-12,14.31,38.28,27.38,10.93,4.81,0.44,2.25,6.89,33.0,Good
RJ005,2019-08-16,22.25,45.93,19.56,16.53,21.61,0.64,9.02,26.98,48.0,Good
TG002,2018-06-29,17.02,55.66,2.7,14.39,4.77,0.19,2.68,27.2,49.0,Good
MH011,2020-05-23,14.17,49.87,7.17,33.68,7.54,0.11,14.39,25.5,50.0,Good
WB010,2019-09-26,15.9,23.09,9.85,12.43,15.89,0.5,4.78,6.55,33.0,Good
MH010,2020-04-01,21.63,53.82,0.86,2.53,14.78,0.73,2.47,28.55,50.0,Good
MH013,2020-05-03,7.12,43.92,6.2,1.19,3.72,0.29,10.92,16.93,45.0,Good
TG001,2019-08-02,14.62,21.89,4.9,20.41,4.07,0.25,17.31,15.65,28.0,Good
AP001,2019-07-11,11.17,25.03,5.24,26.2,2.44,0.34,23.89,26.88,40.0,Good
TN002,2020-01-05,17.98,30.76,1.62,4.96,53.01,0.37,12.8,38.53,41.0,Good
AS001,2019-08-24,8.55,19.11,2.39,6.88,5.57,0.34,12.06,16.25,30.0,Good
TN002,2020-01-18,22.12,28.47,1.74,5.47,32.01,0.46,18.14,36.62,47.0,Good
MH009,2020-06-09,9.92,59.7,16.98,20.15,31.87,0.24,21.46,10.4,47.0,Good
